"ContractType","PaymentMethod","Autopay","ServiceType","MonthlyCharges","DateOfServiceStart","ServiceCalls","DataUsagePerMonth","CustomerAge","Churn","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20"
"Monthly","Check","No","DSL3",69.45,2020-01-27,8,195.49,46,"No","-0.652252736066535","-1.13809731287576","-0.706131403863589","-1.06425934240893","-0.727285403842823","","","-0.553892504205634","","-0.671414582831958","-0.57749901623893","-0.264421882077263","-1.24842734952112","-1.33558424520863","-0.68460406003547","","-0.808247047007924","-0.6480468215433","-0.918214662985117","-0.280971102617795"
"Monthly","Bank Transfer","No","Fiber Optic",59.59,2011-04-29,1,190.92,22,"Yes","-0.3109191767966","0.181968549670837","","-0.250172190691619","-0.437759292483143","0.27223039856403","","0.0885994273651214","-0.106848576148962","0.74428176305497","0.128862585235007","0.435214261541956","0.0926220515779671","0.538336216284259","0.746701403490644","0.0731061171955532","0.437066164036817","-0.0308409560111629","0.500955293084627","-0.0712935817879977"
"Monthly","Credit Card","Yes","DSL2",101.24,2012-05-10,2,253.21,70,"Yes","-0.888725584734392","-1.285336198248","-0.712378958543554","-1.33403825790123","-1.69309103738514","-0.528404163999392","-1.27965175208975","-1.24533653905008","-0.93584844619129","-1.03449022009818","-0.943913501853427","-1.14670816470648","-0.825477407907312","-1.11760484618161","-1.34381764959269","-1.63126253747108","-1.93373314296032","-1.17518791027631","-0.898748288130422","-1.15537324651889"
"1-Year","Bank Transfer","No","Other",89.84,2018-03-22,5,231.3,53,"No","0.472010463740138","0.773220526588733","0.651276897149275","0.657363735691823","1.07198028023877","0.726606925311321","1.30305459450193","1.04234209180398","1.00384326531696","0.515378323067417","1.12059094908898","0.953496571451529","","1.21470549063514","0.840302039277854","0.576861746990178","0.825985744695515","","0.905064007105645","1.07498714827081"
"1-Year","Credit Card","Yes","DSL1",26.9,2010-11-15,3,248.11,44,"No","1.15997360987564","1.13506590635711","1.39055162063403","","0.820975024636526","0.618290919963669","1.67711345315376","1.51574212976521","","0.898367073866904","0.88234726675377","0.879632209413925","1.52320978439114","1.40761357189884","1.33862319238946","1.46265272657707","1.11118139339374","0.716713855412791","0.944799560805235","0.936621904658287"
"1-Year","Bank Transfer","Yes","DSL3",63.24,2012-08-17,6,190.51,46,"No","1.26881033057259","0.908885881748017","1.40640923097341","0.897243195265534","1.718761583665","0.70580730558072","1.088662202637","1.07865888538741","1.03605736613113","","1.09940599137891","1.20745151894283","1.54273539668335","0.897937084178438","0.778736265926475","1.57504010236812","1.1731893992252","1.07263245888044","","1.21254605532739"
"1-Year","Check","No","Fiber Optic",55.74,2015-12-18,4,238.63,75,"No","-1.2089826536255","-0.454362540246048","-0.380017735385036","-1.49834857842659","-0.931153639454598","-0.740425676783998","","-0.514386487312084","-0.528034665828144","-0.921464637034604","-0.78281296797229","-1.03687580689089","-0.279561475978135","","","-1.06926763962728","-0.70965664039947","-0.104575148316071","-0.362888334134679","-0.515797787711378"
"Monthly","Check","No","Fiber Optic",76.39,2015-06-19,1,153.67,48,"No","-1.00115536958396","-0.478747706024934","-1.0461754125971","-0.679675643092392","-1.28153408374848","-0.387464526126654","-1.13029382848044","-0.356285926504296","-0.476002928532493","-0.385563926702601","-0.54223499692122","-0.602010254693815","-0.541383246181557","-0.98406877832949","-0.592119458888048","-1.00216026506823","-1.1277054292503","-1.03594463367844","-0.606501584990065","-0.770282823425517"
"Monthly","Bank Transfer","Yes","DSL2",60.18,2015-12-15,4,159.18,55,"No","0.303474260274124","0.594996628984363","0.0981349169961481","0.745463831409679","","-0.218545137673197","0.426157050885927","0.283702452245948","-0.293134699511399","0.41063980055726","0.0857337681423071","0.521703737951916","0.308827129834528","0.68150319583441","-0.276562689296683","-0.0186980051361854","0.116703909900547","0.768483281503658","0.256261769827968","0.0104563679745276"
"Monthly","Bank Transfer","Yes","Fiber Optic",74.65,2012-07-12,0,262.72,66,"No","0.604725755541254","0.465430407993691","0.602919177710987","-0.0606336065254407","0.191411585169398","0.321413543720308","0.919477327602791","-0.076372220623153","","0.462144278006166","0.0677323721209883","-0.132943166936109","0.713675026086301","0.608226917606009","-0.24058805275089","0.424369618421253","0.923346669414648","0.375976168904739","0.210209353346058","0.392870502031076"
"2-Year","Credit Card","Yes","DSL2",49.36,2015-09-24,2,207.22,37,"No","2.11871069123946","1.56985078544984","2.30667402985136","1.14828975258597","","1.59662679745602","1.92715717194985","","","1.75667690468194","2.07927697768696","2.01908704206881","1.73394702047863","1.82114241071047","2.19955188029948","1.1790565121827","2.44059873097619","1.38366877731405","1.2370848865385","1.52568001703636"
"1-Year","Credit Card","Yes","Fiber Optic",71.98,2020-06-27,7,177.82,54,"No","0.870261798974531","0.880851820302547","","1.17589000001936","1.25355829410774","1.20517408490953","1.29699915650394","1.23220758502609","","1.02901266906354","1.17695629478278","1.18225760530564","1.17336796353281","0.814753613979014","1.02933220549608","1.11030855049538","1.14820749285931","1.2461714885483","0.985510961411566",""
"1-Year","Bank Transfer","No","Fiber Optic",45.48,2010-12-24,6,153.51,44,"No","1.06955617012779","1.50474481286935","1.19907610699035","1.71152193161101","1.58413154974568","","1.13193711594103","1.41952641014687","1.05388558341846","1.56019436427777","1.02495246868337","0.6952124921512","1.45450138927808","1.3863713151704","1.25913052427346","1.75670890607846","1.11202492593233","1.73294032808059","1.76366511590007",""
"1-Year","Check","No","Fiber Optic",45.58,2010-06-03,0,136.98,69,"No","-0.882743269056904","","-1.07877295938697","-1.24271105057711","","-0.892760052896314","-1.10221432687773","-1.21594413976172","-0.771214705814227","-0.886349168598104","","","-1.3137264269343","-0.998885577493987","-1.52500935457713","-1.23429013188962","-0.639464892872199","","-1.09446402511492","-1.07648681601547"
"Monthly","Credit Card","Yes","DSL1",31.69,2017-01-05,1,148.67,52,"No","0.942250104495676","0.481414387270035","0.922944232045057","0.722423227975666","0.610202744478109","1.0364151874901","0.487606436954788","0.584196734718675","0.332843816846476","0.246420752071379","0.670579739434281","","-9.21863495014754e-05","-0.146686621236043","0.313766698192877","0.203077117783172","1.02778059047613","0.578127868484554","0.77988323398004","1.01886162022639"
"Monthly","Credit Card","Yes","Other",43.62,2015-08-11,4,171.61,34,"No","-1.14530874748095","-1.50405322432633","-1.88590512834783","-1.29762456897354","-1.34607869074164","-1.53809578219236","-1.52799076909352","-1.50284058704318","-1.99773734000416","-1.05581228262538","-1.3112993051729","","-1.39732530207602","-2.03150870536867","","-1.51057295135813","-1.42768636000201","-1.31623873886439","-1.22169081361433","-1.46501455025242"
"Monthly","Bank Transfer","No","DSL1",106.98,2020-09-09,1,182.61,75,"Yes","0.621464508198596","0.297417880831813","0.675278015364815","0.352801659844975","0.252471812196287","","-0.101810779948839","0.108895045363093","0.360917003010415","-0.344076864704554","0.0579431524502156","0.114722848979715","","-0.13193234685018","0.148926969559046","0.277593489050235","0.12045299622755","0.347819305133986","0.237367228194109","0.065248736316204"
"1-Year","Credit Card","No","Other",63.81,2014-04-07,3,230.79,32,"No","0.215620006102404","0.413397681309592","","-0.198616897431716","-0.557251408514778","-0.818662048626454","-0.356817725615053","-0.678781228091634","0.199101520325754","-0.350229805811638","0.0470514291770216","-0.682866464655113","-0.636683104266992","-0.409635203616483","0.235516988289276","-0.210856340286713","-0.581957740490274","-0.202992585117853","-0.357401709224463","-0.297821306632183"
"Monthly","Check","No","Fiber Optic",93.48,2017-04-18,2,148.59,40,"Yes","-0.144096338153506","-0.318380540531011","","0.404499481369657","0.142553624876626","-0.740819211961148","-0.099901519894533","-0.114139379011059","0.173505906241911","-0.107257484339787","0.267795109332725","-0.462341222315815","-0.497047470192527","0.111216946446395","0.147008212533868","-0.28315175659343","0.850046857495087","-0.305376491751723","0.239981458185905","-0.406682810997475"
"Monthly","Credit Card","No","DSL2",97.2,2015-10-29,3,180.21,92,"Yes","-0.4001423375881","-0.212275442948024","-0.503112031511553","-0.274005192518581","0.23047147016344","-0.82663211736741","-0.684574114798098","-0.46313820062907","-0.00451600540553441","-0.215788037784203","0.456896526996724","-0.378059981117271","-0.0658773955847978","0.258881815823786","","-0.468768010648615","-0.468905159083513","-0.27314420566666","-0.400316822364406","-0.458550598063337"
"Monthly","Bank Transfer","Yes","Fiber Optic",37.55,2020-03-24,1,198.01,29,"Yes","0.667727617354477","0.737033155748285","0.655118611187854","0.789287955480145","0.200592864329208","0.46992715496326","1.12420571822081","0.430698089488945","1.13205200349239","0.802505124192658","0.553493634710139","0.877580132574754","0.550150899793938","","1.49220564562609","0.661397029354895","0.628144173778229","0.585986856884992","0.854555094021567","0.639989521936333"
"Monthly","Check","No","DSL3",24.04,2012-03-18,4,124.04,40,"Yes","-2.76989219442909","-2.41041515252768","-2.30440638456522","-2.69947105797787","-3.36280248995745","-1.72350753466213","-2.59037311633219","","-2.45421044773802","-2.97122226185293","-2.88559007362994","-2.81394012477906","-2.35041401901612","","-2.433854246372","-2.57670136279237","-2.55112999691556","-2.46729525758807","-2.12419957113386","-2.58807226165564"
"Monthly","Credit Card","Yes","DSL2",72.52,2019-11-06,3,257.76,59,"No","0.0110246842936292","0.199484828914814","0.160541314123975","-0.222511511031456","0.0751906952366863","0.167277446478556","-0.527120752471918","-0.269469073302175","-0.17407006209828","0.265167205039518","-0.356387787453973","-0.173904894992916","0.338390873719802","-0.352550129616645","0.0818985914262229","-0.428721706000232","-0.48440798763572","0.179191808820319","0.255304675061697","0.0333547547766808"
"Monthly","Credit Card","No","Fiber Optic",54.57,2019-02-19,1,204.01,43,"Yes","0.372792493542274","-0.365417606998264","0.125346310674958","-0.0490005445435293","0.00704082784085372","-0.307197909116658","-0.417582715849926","-0.237832028270579","0.182500500655146","0.433083842799464","0.31087717684794","0.374422101080042","-0.535041580186082","","-0.202281369355799","-0.295189745519544","-0.138967758831959","-0.0459430732320742","0.422755936229376","-0.0421415883840569"
"2-Year","Check","No","DSL1",66.96,2013-01-08,2,195.18,51,"No","-0.98262241775753","-1.68450018208791","-2.35493016125518","-1.79954192534972","-1.37667194925257","-1.27593097771977","-1.4936617651428","-1.42739085132447","-1.35482033757769","-1.24929208235419","-1.24158076117744","-1.40691857993683","-1.47413491301221","-1.38273338358947","-1.381075130495","-1.71593357882317","-1.52456240435736","-1.75156993250912","-1.79050776753741",""
"2-Year","Check","No","DSL1",63.54,2010-01-14,1,224.12,49,"No","0.100744706080438","-0.508429544843773","-0.0937451846855093","0.0146080836944268","0.499441427487938","0.0398009380384217","-0.367949966554409","-0.191109689807214","0.0484804325868489","","-0.142560541333447","0.265457912734662","-0.463851439011305","0.235283441315106","0.308702602456951","0.121828001329465","0.112455305885545","0.0978788557235799","-0.0590868703521935","0.277512472042791"
"Monthly","Credit Card","Yes","Fiber Optic",76.08,2018-03-27,5,244.65,36,"No","-0.294544575851659","-0.863348406859695","-0.884807472182646","-0.481292264377346","-0.0102940286795264","-0.629714134711188","-0.371460041710619","-0.691910284834962","-0.676818302438759","-0.683341131243079","","-0.322499642298994","-0.312077189990569","-0.173078202780611","-0.451307965936121","-0.85832178303549","-0.865233032756148","-0.518952897827642","-0.815687049401686","-0.396451740586922"
"Monthly","Credit Card","Yes","DSL1",62,2019-09-04,3,241.53,41,"No","0.372815242255554","0.109621811199652","-0.12792887485953","-0.0899594463071255","0.313379967331145","0.0139121226558718","0.0501615909761998","0.919802763354298","0.66780647609947","0.255823067362742","0.285052556395517","-0.283556635184135","0.456456238480365","0.00811681863380413","-0.143960080292985","0.444957464986385","-0.420888251156281","0.0073727649554206","-0.861029942113071","-0.124556469233922"
"Monthly","Bank Transfer","No","DSL1",19.23,2011-07-31,4,182.65,41,"No","-1.06106593709768","-0.989290982299914","-1.11777380252605","-0.732300662707608","-0.507582838728733","-0.604096734310381","-0.731982132795593","-0.265632121037783","-0.817956469982527","-0.752653848672369","-0.98814165063709","-1.2438408935594","-1.78005775300216","-1.42518851894668","-1.34986933686681","-0.896692027388232","-1.07142640270461","-0.684245258901716","-1.51668998043101","-0.802892106760922"
"Monthly","Bank Transfer","Yes","Fiber Optic",50.93,2017-09-05,5,127.42,58,"No","1.2879282572866","1.34590837008683","2.34799401955283","1.13233607477251","1.3856970710335","","1.28892059770834","1.74003215428864","0.596987729322868","0.837013727727296","","1.05567967170426","0.825024123115137","0.445543570901566","1.38359889419221","0.980708275178744","1.41622040414599","0.450969567788008","0.748984351886467","1.42778595472473"
"Monthly","Check","No","DSL3",112.54,2019-12-02,1,116.37,45,"Yes","-2.47982316349204","-1.84993526605716","","-2.72958221415315","-2.10413798004791","-1.96907088390211","","-2.10742443217361","-2.74272933585836","-2.21754437459978","-1.91116257995113","-2.46342231830945","-1.74913243513496","-2.75474102453763","","-2.03888912607689","-1.98512756801326","-2.0848334410677","-2.16100479503002","-2.22426127489226"
"1-Year","Bank Transfer","Yes","Fiber Optic",38.73,2011-06-20,1,135.92,64,"No","0.500889042021052","","0.289412774012686","0.682537743443553","0.498893143320839","1.0132528556644","0.80319437085765","","0.67318066166206","0.261216701605602","0.459530614796883","0.406307025231745","0.824235664111463","0.164349006538205","0.384410064911536","0.923498920309127","","1.0313515861235","0.109917981741106","0.836499399094545"
"Monthly","Bank Transfer","No","Other",77.15,2015-11-24,3,247.35,54,"Yes","1.17287396109108","1.2146577209797","1.23883651785155","1.57155292893368","1.44243697010538","1.21612166727153","1.40914882338177","1.04773436403853","1.92978611841189","1.33236887088378","1.4684202765445","1.1627099632478","1.62971397620506","1.45127640662026","1.54353775267709","1.07222196016189","1.81887160065046","1.28532532183698","1.21196792477115","1.53693997307486"
"Monthly","Bank Transfer","No","DSL3",120.8,2015-01-11,2,193.74,34,"No","0.397598730669741","0.567873864660595","0.154334253665022","0.319439663224012","0.88002693003433","0.0159039881271722","-0.0694084307620145","0.0224151443043919","0.374983290098805","0.0111342112918393","0.589626302254581","0.411218855068842","0.963699031393632","-0.000371028917631061","","0.383992666444541","0.514068888501843","0.207443092842264","0.404016325770543","0.108984722428242"
